r(km) M(Msun) nb(fm^-3) Ye Ymu Yp Yn mu_n(MeV) mu_p(MeV) mu_e(MeV) mu_mu(MeV)
1.2576121196E+01 1.5000000021E+00 1.5331184956E-08 2.1000088322E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0155318681E+01 1.1448618713E+01 -1.0565836985E+02
1.2576503704E+01 1.5000000021E+00 1.4576566745E-08 2.1000083938E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0107361556E+01 1.1400661588E+01 -1.0565836985E+02
1.2576878961E+01 1.5000000021E+00 1.3859056903E-08 2.1000079769E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0059603746E+01 1.1352903778E+01 -1.0565836985E+02
1.2577247069E+01 1.5000000021E+00 1.3176832070E-08 2.1000075806E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0012044417E+01 1.1305344450E+01 -1.0565836985E+02
1.2577608131E+01 1.5000000021E+00 1.2528158424E-08 2.1000072037E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -9.9646827397E+00 1.1257982772E+01 -1.0565836985E+02
1.2577962246E+01 1.5000000021E+00 1.1911387281E-08 2.1000068454E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -9.9175178864E+00 1.1210817919E+01 -1.0565836985E+02
1.2578309515E+01 1.5000000021E+00 1.1324950916E-08 2.1000065047E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -9.8705490341E+00 1.1163849067E+01 -1.0565836985E+02
1.2578650035E+01 1.5000000021E+00 1.0767358593E-08 2.1000061808E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -9.8237753629E+00 1.1117075395E+01 -1.0565836985E+02
1.2578983905E+01 1.5000000021E+00 1.0237192786E-08 2.1000058727E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -9.7771960565E+00 1.1070496089E+01 -1.0565836985E+02
1.2579311222E+01 1.5000000021E+00 9.7331055811E-09 2.1000055799E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -9.7308103021E+00 1.1024110335E+01 -1.0565836985E+02
1.2579632082E+01 1.5000000021E+00 9.2538152661E-09 2.1000053014E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -9.6846172904E+00 1.0977917323E+01 -1.0565836985E+02
1.2579946580E+01 1.5000000021E+00 8.7981030767E-09 2.1000050367E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -9.6386162155E+00 1.0931916248E+01 -1.0565836985E+02
1.2580254811E+01 1.5000000021E+00 8.3648101083E-09 2.1000047849E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.5928062750E+00 1.0886106308E+01 -1.0565836985E+02
1.2580556867E+01 1.5000000021E+00 7.9528343776E-09 2.1000045456E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.5471866698E+00 1.0840486702E+01 -1.0565836985E+02
1.2580852842E+01 1.5000000021E+00 7.5611280283E-09 2.1000043180E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.5017566043E+00 1.0795056637E+01 -1.0565836985E+02
1.2581142827E+01 1.5000000021E+00 7.1886946742E-09 2.1000041016E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.4565152863E+00 1.0749815319E+01 -1.0565836985E+02
1.2581426913E+01 1.5000000022E+00 6.8345868724E-09 2.1000038959E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.4114619269E+00 1.0704761960E+01 -1.0565836985E+02
1.2581705191E+01 1.5000000022E+00 6.4979037209E-09 2.1000037003E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.3665957407E+00 1.0659895773E+01 -1.0565836985E+02
1.2581977748E+01 1.5000000022E+00 6.1777885735E-09 2.1000035143E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.3219159456E+00 1.0615215978E+01 -1.0565836985E+02
1.2582244675E+01 1.5000000022E+00 5.8734268672E-09 2.1000033375E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.2774217626E+00 1.0570721795E+01 -1.0565836985E+02
1.2582506057E+01 1.5000000022E+00 5.5840440565E-09 2.1000031694E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.2331124163E+00 1.0526412449E+01 -1.0565836985E+02
1.2582761983E+01 1.5000000022E+00 5.3089036480E-09 2.1000030095E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.1889871346E+00 1.0482287167E+01 -1.0565836985E+02
1.2583012537E+01 1.5000000022E+00 5.0473053327E-09 2.1000028575E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.1450451485E+00 1.0438345181E+01 -1.0565836985E+02
1.2583257804E+01 1.5000000022E+00 4.7985832094E-09 2.1000027130E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.1012856924E+00 1.0394585725E+01 -1.0565836985E+02
1.2583497870E+01 1.5000000022E+00 4.5621040948E-09 2.1000025756E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.0577080040E+00 1.0351008037E+01 -1.0565836985E+02
1.2583732816E+01 1.5000000022E+00 4.3372659176E-09 2.1000024450E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -9.0143113242E+00 1.0307611357E+01 -1.0565836985E+02
1.2583962726E+01 1.5000000022E+00 4.1234961903E-09 2.1000023208E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.9710948971E+00 1.0264394930E+01 -1.0565836985E+02
1.2584187681E+01 1.5000000022E+00 3.9202505568E-09 2.1000022027E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.9280579700E+00 1.0221358003E+01 -1.0565836985E+02
1.2584407762E+01 1.5000000022E+00 3.7270114111E-09 2.1000020905E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.8851997936E+00 1.0178499826E+01 -1.0565836985E+02
1.2584623050E+01 1.5000000022E+00 3.5432865833E-09 2.1000019837E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.8425196216E+00 1.0135819654E+01 -1.0565836985E+02
1.2584833623E+01 1.5000000022E+00 3.3686080909E-09 2.1000018822E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.8000167109E+00 1.0093316743E+01 -1.0565836985E+02
1.2585039559E+01 1.5000000022E+00 3.2025309506E-09 2.1000017858E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.7576903216E+00 1.0050990354E+01 -1.0565836985E+02
1.2585240937E+01 1.5000000022E+00 3.0446320491E-09 2.1000016940E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.7155397171E+00 1.0008839750E+01 -1.0565836985E+02
1.2585437833E+01 1.5000000022E+00 2.8945090688E-09 2.1000016068E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.6735641638E+00 9.9668641964E+00 -1.0565836985E+02
1.2585630324E+01 1.5000000022E+00 2.7517794665E-09 2.1000015239E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.6317629311E+00 9.9250629637E+00 -1.0565836985E+02
1.2585818483E+01 1.5000000022E+00 2.6160795020E-09 2.1000014450E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.5901352919E+00 9.8834353245E+00 -1.0565836985E+02
1.2586002386E+01 1.5000000022E+00 2.4870633151E-09 2.1000013701E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.5486805219E+00 9.8419805545E+00 -1.0565836985E+02
1.2586182107E+01 1.5000000022E+00 2.3644020466E-09 2.1000012988E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.5073978999E+00 9.8006979326E+00 -1.0565836985E+02
1.2586357718E+01 1.5000000022E+00 2.2477830038E-09 2.1000012311E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.4662867081E+00 9.7595867407E+00 -1.0565836985E+02
1.2586529291E+01 1.5000000022E+00 2.1369088661E-09 2.1000011666E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.4253462313E+00 9.7186462639E+00 -1.0565836985E+02
1.2586696897E+01 1.5000000022E+00 2.0314969298E-09 2.1000011054E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.3845757578E+00 9.6778757904E+00 -1.0565836985E+02
1.2586860606E+01 1.5000000022E+00 1.9312783904E-09 2.1000010472E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.3439745787E+00 9.6372746113E+00 -1.0565836985E+02
1.2587020490E+01 1.5000000022E+00 1.8359976595E-09 2.1000009918E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.3035419882E+00 9.5968420208E+00 -1.0565836985E+02
1.2587176615E+01 1.5000000022E+00 1.7454117153E-09 2.1000009392E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.2632772836E+00 9.5565773162E+00 -1.0565836985E+02
1.2587329050E+01 1.5000000022E+00 1.6592894860E-09 2.1000008892E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.2231797652E+00 9.5164797978E+00 -1.0565836985E+02
1.2587477863E+01 1.5000000022E+00 1.5774112616E-09 2.1000008416E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.1832487361E+00 9.4765487687E+00 -1.0565836985E+02
1.2587623120E+01 1.5000000022E+00 1.4995681366E-09 2.1000007964E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.1434835028E+00 9.4367835354E+00 -1.0565836985E+02
1.2587764887E+01 1.5000000022E+00 1.4255614786E-09 2.1000007534E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.1038833745E+00 9.3971834071E+00 -1.0565836985E+02
1.2587903228E+01 1.5000000022E+00 1.3552024236E-09 2.1000007125E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.0644476634E+00 9.3577476960E+00 -1.0565836985E+02
1.2588038208E+01 1.5000000022E+00 1.2883113962E-09 2.1000006736E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -8.0251756847E+00 9.3184757174E+00 -1.0565836985E+02
1.2588169891E+01 1.5000000022E+00 1.2247176530E-09 2.1000006367E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.9860667568E+00 9.2793667894E+00 -1.0565836985E+02
1.2588298338E+01 1.5000000022E+00 1.1642588484E-09 2.1000006015E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.9471202006E+00 9.2404202332E+00 -1.0565836985E+02
1.2588423611E+01 1.5000000022E+00 1.1067806223E-09 2.1000005682E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.9083353404E+00 9.2016353730E+00 -1.0565836985E+02
1.2588545773E+01 1.5000000022E+00 1.0521362074E-09 2.1000005364E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.8697115031E+00 9.1630115357E+00 -1.0565836985E+02
1.2588664882E+01 1.5000000022E+00 1.0001860560E-09 2.1000005062E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.8312480186E+00 9.1245480512E+00 -1.0565836985E+02
1.2588780999E+01 1.5000000022E+00 9.5079748540E-10 2.1000004775E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.7929442200E+00 9.0862442526E+00 -1.0565836985E+02
1.2588894183E+01 1.5000000022E+00 9.0384434013E-10 2.1000004503E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.7547994429E+00 9.0480994755E+00 -1.0565836985E+02
1.2589004491E+01 1.5000000022E+00 8.5920667146E-10 2.1000004243E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.7168130261E+00 9.0101130587E+00 -1.0565836985E+02
1.2589111982E+01 1.5000000022E+00 8.1677043212E-10 2.1000003997E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.6789843112E+00 8.9722843438E+00 -1.0565836985E+02
1.2589216710E+01 1.5000000022E+00 7.7642718628E-10 2.1000003762E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.6413126426E+00 8.9346126753E+00 -1.0565836985E+02
1.2589318733E+01 1.5000000022E+00 7.3807383363E-10 2.1000003539E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.6037973679E+00 8.8970974005E+00 -1.0565836985E+02
1.2589418105E+01 1.5000000022E+00 7.0161234718E-10 2.1000003328E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.5664378371E+00 8.8597378697E+00 -1.0565836985E+02
1.2589514880E+01 1.5000000022E+00 6.6694952375E-10 2.1000003126E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.5292334035E+00 8.8225334361E+00 -1.0565836985E+02
1.2589609113E+01 1.5000000022E+00 6.3399674687E-10 2.1000002935E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.4921834231E+00 8.7854834557E+00 -1.0565836985E+02
1.2589700856E+01 1.5000000022E+00 6.0266976127E-10 2.1000002753E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.4552872547E+00 8.7485872874E+00 -1.0565836985E+02
1.2589790161E+01 1.5000000022E+00 5.7288845840E-10 2.1000002580E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.4185442602E+00 8.7118442928E+00 -1.0565836985E+02
1.2589877080E+01 1.5000000022E+00 5.4457667260E-10 2.1000002415E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.3819538040E+00 8.6752538366E+00 -1.0565836985E+02
1.2589961663E+01 1.5000000022E+00 5.1766198717E-10 2.1000002259E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.3455152536E+00 8.6388152863E+00 -1.0565836985E+02
1.2590043960E+01 1.5000000022E+00 4.9207555003E-10 2.1000002110E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.3092279794E+00 8.6025280120E+00 -1.0565836985E+02
1.2590124021E+01 1.5000000022E+00 4.6775189844E-10 2.1000001969E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.2730913545E+00 8.5663913871E+00 -1.0565836985E+02
1.2590201893E+01 1.5000000022E+00 4.4462879230E-10 2.1000001834E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.2371047548E+00 8.5304047874E+00 -1.0565836985E+02
1.2590277625E+01 1.5000000022E+00 4.2264705569E-10 2.1000001707E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.2012675593E+00 8.4945675919E+00 -1.0565836985E+02
1.2590351265E+01 1.5000000022E+00 4.0175042610E-10 2.1000001585E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.1655791495E+00 8.4588791821E+00 -1.0565836985E+02
1.2590422857E+01 1.5000000022E+00 3.8188541122E-10 2.1000001470E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.1300389100E+00 8.4233389426E+00 -1.0565836985E+02
1.2590492448E+01 1.5000000022E+00 3.6300115262E-10 2.1000001360E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.0946462282E+00 8.3879462608E+00 -1.0565836985E+02
1.2590560083E+01 1.5000000022E+00 3.4504929620E-10 2.1000001256E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.0594004942E+00 8.3527005268E+00 -1.0565836985E+02
1.2590625806E+01 1.5000000022E+00 3.2798386904E-10 2.1000001157E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -7.0243011012E+00 8.3176011338E+00 -1.0565836985E+02
1.2590689661E+01 1.5000000022E+00 3.1176116220E-10 2.1000001063E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.9893474449E+00 8.2826474775E+00 -1.0565836985E+02
1.2590751691E+01 1.5000000022E+00 2.9633961940E-10 2.1000000973E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.9545389242E+00 8.2478389569E+00 -1.0565836985E+02
1.2590811937E+01 1.5000000022E+00 2.8167973107E-10 2.1000000888E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.9198749407E+00 8.2131749733E+00 -1.0565836985E+02
1.2590870442E+01 1.5000000022E+00 2.6774393369E-10 2.1000000807E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.8853548987E+00 8.1786549313E+00 -1.0565836985E+02
1.2590927247E+01 1.5000000022E+00 2.5449651398E-10 2.1000000730E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.8509782056E+00 8.1442782382E+00 -1.0565836985E+02
1.2590982390E+01 1.5000000022E+00 2.4190351794E-10 2.1000000657E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.8167442716E+00 8.1100443042E+00 -1.0565836985E+02
1.2591035913E+01 1.5000000022E+00 2.2993266422E-10 2.1000000587E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.7826525097E+00 8.0759525423E+00 -1.0565836985E+02
1.2591087854E+01 1.5000000022E+00 2.1855326182E-10 2.1000000521E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.7487023358E+00 8.0420023684E+00 -1.0565836985E+02
1.2591138251E+01 1.5000000022E+00 2.0773613185E-10 2.1000000458E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.7148931688E+00 8.0081932014E+00 -1.0565836985E+02
1.2591187142E+01 1.5000000022E+00 1.9745353309E-10 2.1000000398E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.6812244303E+00 7.9745244629E+00 -1.0565836985E+02
1.2591234563E+01 1.5000000022E+00 1.8767909123E-10 2.1000000342E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.6476955450E+00 7.9409955776E+00 -1.0565836985E+02
1.2591280552E+01 1.5000000022E+00 1.7838773162E-10 2.1000000288E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.6143059403E+00 7.9076059730E+00 -1.0565836985E+02
1.2591325142E+01 1.5000000022E+00 1.6955561527E-10 2.1000000236E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.5810550469E+00 7.8743550795E+00 -1.0565836985E+02
1.2591368371E+01 1.5000000022E+00 1.6116007804E-10 2.1000000188E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.5479422980E+00 7.8412423306E+00 -1.0565836985E+02
1.2591410272E+01 1.5000000022E+00 1.5317957279E-10 2.1000000141E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.5149671300E+00 7.8082671626E+00 -1.0565836985E+02
1.2591450878E+01 1.5000000022E+00 1.4559361443E-10 2.1000000097E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.4821289823E+00 7.7754290150E+00 -1.0565836985E+02
1.2591490223E+01 1.5000000022E+00 1.3838272758E-10 2.1000000055E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.4494272973E+00 7.7427273299E+00 -1.0565836985E+02
1.2591528340E+01 1.5000000022E+00 1.3152839691E-10 2.1000000015E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.4168615202E+00 7.7101615528E+00 -1.0565836985E+02
1.2591565260E+01 1.5000000022E+00 1.2501301984E-10 2.0999999978E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.3844310994E+00 7.6777311320E+00 -1.0565836985E+02
1.2591601015E+01 1.5000000022E+00 1.1881986158E-10 2.0999999942E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.3521354864E+00 7.6454355190E+00 -1.0565836985E+02
1.2591635635E+01 1.5000000022E+00 1.1293301245E-10 2.0999999907E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.3199741356E+00 7.6132741682E+00 -1.0565836985E+02
1.2591669151E+01 1.5000000022E+00 1.0733734722E-10 2.0999999875E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.2879465047E+00 7.5812465374E+00 -1.0565836985E+02
1.2591701591E+01 1.5000000022E+00 1.0201848646E-10 2.0999999844E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.2560520545E+00 7.5493520871E+00 -1.0565836985E+02
1.2591732986E+01 1.5000000022E+00 9.6962759839E-11 2.0999999815E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.2242902487E+00 7.5175902813E+00 -1.0565836985E+02
1.2591763364E+01 1.5000000022E+00 9.2157171189E-11 2.0999999787E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.1926605544E+00 7.4859605871E+00 -1.0565836985E+02
1.2591792752E+01 1.5000000022E+00 8.7589365297E-11 2.0999999760E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.1611624421E+00 7.4544624747E+00 -1.0565836985E+02
1.2591821177E+01 1.5000000022E+00 8.3247596337E-11 2.0999999735E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.1297953851E+00 7.4230954177E+00 -1.0565836985E+02
1.2591848667E+01 1.5000000022E+00 7.9120697850E-11 2.0999999711E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.0985588604E+00 7.3918588930E+00 -1.0565836985E+02
1.2591875247E+01 1.5000000022E+00 7.5198054199E-11 2.0999999688E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.0674523480E+00 7.3607523806E+00 -1.0565836985E+02
1.2591900944E+01 1.5000000022E+00 7.1469573440E-11 2.0999999666E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.0364753316E+00 7.3297753642E+00 -1.0565836985E+02
1.2591925782E+01 1.5000000022E+00 6.7925661512E-11 2.0999999646E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -6.0056272980E+00 7.2989273306E+00 -1.0565836985E+02
1.2591949785E+01 1.5000000022E+00 6.4557197711E-11 2.0999999626E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.9749077377E+00 7.2682077703E+00 -1.0565836985E+02
1.2591972979E+01 1.5000000022E+00 6.1355511362E-11 2.0999999608E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.9443161444E+00 7.2376161770E+00 -1.0565836985E+02
1.2591995385E+01 1.5000000022E+00 5.8312359647E-11 2.0999999590E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.9138520158E+00 7.2071520484E+00 -1.0565836985E+02
1.2592017028E+01 1.5000000022E+00 5.5419906516E-11 2.0999999573E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.8835148527E+00 7.1768148853E+00 -1.0565836985E+02
1.2592037930E+01 1.5000000022E+00 5.2670702641E-11 2.0999999557E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.8533041600E+00 7.1466041926E+00 -1.0565836985E+02
1.2592058113E+01 1.5000000022E+00 5.0057666356E-11 2.0999999542E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.8232194460E+00 7.1165194786E+00 -1.0565836985E+02
1.2592077598E+01 1.5000000022E+00 4.7574065538E-11 2.0999999528E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.7932602230E+00 7.0865602556E+00 -1.0565836985E+02
1.2592096406E+01 1.5000000022E+00 4.5213500374E-11 2.0999999514E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.7634260069E+00 7.0567260395E+00 -1.0565836985E+02
1.2592114559E+01 1.5000000022E+00 4.2969886980E-11 2.0999999501E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.7337163178E+00 7.0270163504E+00 -1.0565836985E+02
1.2592132075E+01 1.5000000022E+00 4.0837441827E-11 2.0999999488E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.7041306796E+00 6.9974307122E+00 -1.0565836985E+02
1.2592148974E+01 1.5000000022E+00 3.8810666933E-11 2.0999999477E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.6746686202E+00 6.9679686528E+00 -1.0565836985E+02
1.2592165277E+01 1.5000000022E+00 3.6884335784E-11 2.0999999466E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.6453296717E+00 6.9386297043E+00 -1.0565836985E+02
1.2592181000E+01 1.5000000022E+00 3.5053479950E-11 2.0999999455E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.6161133705E+00 6.9094134032E+00 -1.0565836985E+02
1.2592196164E+01 1.5000000022E+00 3.3313376355E-11 2.0999999445E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.5870192572E+00 6.8803192898E+00 -1.0565836985E+02
1.2592210784E+01 1.5000000022E+00 3.1659535181E-11 2.0999999435E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.5580468767E+00 6.8513469093E+00 -1.0565836985E+02
1.2592224879E+01 1.5000000022E+00 3.0087688363E-11 2.0999999426E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.5291957784E+00 6.8224958110E+00 -1.0565836985E+02
1.2592238466E+01 1.5000000022E+00 2.8593778651E-11 2.0999999417E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.5004655162E+00 6.7937655489E+00 -1.0565836985E+02
1.2592251561E+01 1.5000000022E+00 2.7173949215E-11 2.0999999409E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.4718556489E+00 6.7651556815E+00 -1.0565836985E+02
1.2592264179E+01 1.5000000022E+00 2.5824533754E-11 2.0999999401E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.4433657395E+00 6.7366657722E+00 -1.0565836985E+02
1.2592276338E+01 1.5000000022E+00 2.4542047102E-11 2.0999999394E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.4149953564E+00 6.7082953890E+00 -1.0565836985E+02
1.2592288052E+01 1.5000000022E+00 2.3323176286E-11 2.0999999387E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.3867440725E+00 6.6800441052E+00 -1.0565836985E+02
1.2592299336E+01 1.5000000022E+00 2.2164772037E-11 2.0999999380E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.3586114660E+00 6.6519114986E+00 -1.0565836985E+02
1.2592310204E+01 1.5000000022E+00 2.1063840708E-11 2.0999999374E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.3305971200E+00 6.6238971526E+00 -1.0565836985E+02
1.2592320670E+01 1.5000000022E+00 2.0017536596E-11 2.0999999368E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.3027006230E+00 6.5960006556E+00 -1.0565836985E+02
1.2592330749E+01 1.5000000022E+00 1.9023154642E-11 2.0999999362E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.2749215686E+00 6.5682216013E+00 -1.0565836985E+02
1.2592340454E+01 1.5000000022E+00 1.8078123487E-11 2.0999999356E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.2472595562E+00 6.5405595888E+00 -1.0565836985E+02
1.2592349797E+01 1.5000000022E+00 1.7179998879E-11 2.0999999351E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.2197141903E+00 6.5130142229E+00 -1.0565836985E+02
1.2592358791E+01 1.5000000022E+00 1.6326457392E-11 2.0999999346E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -5.1922850812E+00 6.4855851139E+00 -1.0565836985E+02
