r(km) nb(fm^-3) Ye Ymu Yp Yn mu_n(MeV) mu_p(MeV) mu_e(MeV) mu_mu(MeV)
1.25911871E+01 1.97453727E-10 2.10000004E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.68122508E+00 7.97452511E+00 -1.05658370E+02
1.25912346E+01 1.87679276E-10 2.10000003E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.64769619E+00 7.94099623E+00 -1.05658370E+02
1.25912805E+01 1.78387907E-10 2.10000003E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.61430659E+00 7.90760662E+00 -1.05658370E+02
1.25913251E+01 1.69555782E-10 2.10000002E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.58105569E+00 7.87435572E+00 -1.05658370E+02
1.25913684E+01 1.61160237E-10 2.10000002E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.54794294E+00 7.84124297E+00 -1.05658370E+02
1.25914103E+01 1.53179724E-10 2.10000001E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.51496777E+00 7.80826780E+00 -1.05658370E+02
1.25914509E+01 1.45593758E-10 2.10000001E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.48212962E+00 7.77542965E+00 -1.05658370E+02
1.25914902E+01 1.38382864E-10 2.10000001E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.44942793E+00 7.74272796E+00 -1.05658370E+02
1.25915283E+01 1.31528526E-10 2.10000000E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.41686215E+00 7.71016218E+00 -1.05658370E+02
1.25915653E+01 1.25013143E-10 2.10000000E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.38443173E+00 7.67773176E+00 -1.05658370E+02
1.25916010E+01 1.18819979E-10 2.09999999E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.35213611E+00 7.64543614E+00 -1.05658370E+02
1.25916356E+01 1.12933124E-10 2.09999999E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.31997476E+00 7.61327479E+00 -1.05658370E+02
1.25916691E+01 1.07337453E-10 2.09999999E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.28794712E+00 7.58124716E+00 -1.05658370E+02
1.25917016E+01 1.02018587E-10 2.09999998E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.25605267E+00 7.54935270E+00 -1.05658370E+02
1.25917330E+01 9.69628553E-11 2.09999998E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.22429086E+00 7.51759090E+00 -1.05658370E+02
1.25917634E+01 9.21572619E-11 2.09999998E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.19266117E+00 7.48596120E+00 -1.05658370E+02
1.25917927E+01 8.75894516E-11 2.09999998E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.16116305E+00 7.45446308E+00 -1.05658370E+02
1.25918212E+01 8.32476783E-11 2.09999997E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.12979599E+00 7.42309602E+00 -1.05658370E+02
1.25918487E+01 7.91207758E-11 2.09999997E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.09855946E+00 7.39185950E+00 -1.05658370E+02
1.25918752E+01 7.51981283E-11 2.09999997E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.06745295E+00 7.36075298E+00 -1.05658370E+02
1.25919009E+01 7.14696439E-11 2.09999997E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.03647593E+00 7.32977596E+00 -1.05658370E+02
1.25919258E+01 6.79257284E-11 2.09999996E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.00562789E+00 7.29892793E+00 -1.05658370E+02
1.25919498E+01 6.45572613E-11 2.09999996E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.97490833E+00 7.26820836E+00 -1.05658370E+02
1.25919730E+01 6.13555718E-11 2.09999996E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.94431674E+00 7.23761677E+00 -1.05658370E+02
1.25919954E+01 5.83124171E-11 2.09999996E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.91385260E+00 7.20715264E+00 -1.05658370E+02
1.25920170E+01 5.54199611E-11 2.09999996E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.88351544E+00 7.17681547E+00 -1.05658370E+02
1.25920379E+01 5.26707546E-11 2.09999996E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.85330474E+00 7.14660478E+00 -1.05658370E+02
1.25920581E+01 5.00577157E-11 2.09999995E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.82322003E+00 7.11652006E+00 -1.05658370E+02
1.25920776E+01 4.75741124E-11 2.09999995E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.79326080E+00 7.08656083E+00 -1.05658370E+02
1.25920964E+01 4.52135450E-11 2.09999995E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.76342658E+00 7.05672662E+00 -1.05658370E+02
1.25921146E+01 4.29699293E-11 2.09999995E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.73371689E+00 7.02701692E+00 -1.05658370E+02
1.25921321E+01 4.08374821E-11 2.09999995E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.70413125E+00 6.99743128E+00 -1.05658370E+02
1.25921490E+01 3.88107052E-11 2.09999995E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.67466919E+00 6.96796922E+00 -1.05658370E+02
1.25921653E+01 3.68843722E-11 2.09999995E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.64533024E+00 6.93863027E+00 -1.05658370E+02
1.25921810E+01 3.50535145E-11 2.09999995E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.61611394E+00 6.90941397E+00 -1.05658370E+02
1.25921962E+01 3.33134092E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.58701982E+00 6.88031985E+00 -1.05658370E+02
1.25922108E+01 3.16595664E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.55804744E+00 6.85134747E+00 -1.05658370E+02
1.25922249E+01 3.00877180E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.52919634E+00 6.82249637E+00 -1.05658370E+02
1.25922385E+01 2.85938069E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.50046607E+00 6.79376610E+00 -1.05658370E+02
1.25922516E+01 2.71739760E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.47185620E+00 6.76515623E+00 -1.05658370E+02
1.25922642E+01 2.58245592E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.44336629E+00 6.73666632E+00 -1.05658370E+02
1.25922763E+01 2.45420713E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.41499590E+00 6.70829594E+00 -1.05658370E+02
1.25922880E+01 2.33231993E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.38674462E+00 6.68004465E+00 -1.05658370E+02
1.25922993E+01 2.21647939E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.35861201E+00 6.65191204E+00 -1.05658370E+02
1.25923102E+01 2.10638615E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.33059766E+00 6.62389769E+00 -1.05658370E+02
1.25923207E+01 2.00175564E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.30270116E+00 6.59600119E+00 -1.05658370E+02
1.25923307E+01 1.90231734E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.27492211E+00 6.56822214E+00 -1.05658370E+02
1.25923404E+01 1.80781413E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.24726009E+00 6.54056012E+00 -1.05658370E+02
1.25923498E+01 1.71800158E-11 2.09999994E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.21971472E+00 6.51301476E+00 -1.05658370E+02
1.25923588E+01 1.63264735E-11 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.19228561E+00 6.48558564E+00 -1.05658370E+02
1.25923674E+01 1.55153058E-11 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.16497237E+00 6.45827241E+00 -1.05658370E+02
1.25923758E+01 1.47444133E-11 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.13777463E+00 6.43107466E+00 -1.05658370E+02
1.25923838E+01 1.40118005E-11 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.11069201E+00 6.40399204E+00 -1.05658370E+02
1.25923915E+01 1.33155704E-11 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.08372414E+00 6.37702418E+00 -1.05658370E+02
1.25923989E+01 1.26539201E-11 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.05687068E+00 6.35017071E+00 -1.05658370E+02
1.25924061E+01 1.20251356E-11 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.03013125E+00 6.32343128E+00 -1.05658370E+02
1.25924130E+01 1.14275877E-11 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -5.00350552E+00 6.29680555E+00 -1.05658370E+02
1.25924196E+01 1.08597279E-11 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.97699314E+00 6.27029317E+00 -1.05658370E+02
1.25924260E+01 1.03200842E-11 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.95059378E+00 6.24389381E+00 -1.05658370E+02
1.25924321E+01 9.80725761E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.92430710E+00 6.21760714E+00 -1.05658370E+02
1.25924380E+01 9.31991805E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.89813280E+00 6.19143283E+00 -1.05658370E+02
1.25924436E+01 8.85680146E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.87207054E+00 6.16537057E+00 -1.05658370E+02
1.25924491E+01 8.41670627E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.84612002E+00 6.13942005E+00 -1.05658370E+02
1.25924544E+01 7.99849037E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.82028094E+00 6.11358097E+00 -1.05658370E+02
1.25924594E+01 7.60106816E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.79455300E+00 6.08785303E+00 -1.05658370E+02
1.25924643E+01 7.22340777E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.76893590E+00 6.06223593E+00 -1.05658370E+02
1.25924690E+01 6.86452842E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.74342936E+00 6.03672939E+00 -1.05658370E+02
1.25924735E+01 6.52349786E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.71803311E+00 6.01133314E+00 -1.05658370E+02
1.25924778E+01 6.19942998E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.69274686E+00 5.98604689E+00 -1.05658370E+02
1.25924820E+01 5.89148254E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.66757035E+00 5.96087038E+00 -1.05658370E+02
1.25924860E+01 5.59885501E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.64250331E+00 5.93580334E+00 -1.05658370E+02
1.25924899E+01 5.32078647E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.61754549E+00 5.91084552E+00 -1.05658370E+02
1.25924936E+01 5.05655370E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.59269662E+00 5.88599665E+00 -1.05658370E+02
1.25924972E+01 4.80546928E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.56795647E+00 5.86125650E+00 -1.05658370E+02
1.25925007E+01 4.56687983E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.54332477E+00 5.83662481E+00 -1.05658370E+02
1.25925040E+01 4.34016434E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.51880129E+00 5.81210133E+00 -1.05658370E+02
1.25925072E+01 4.12473253E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.49438579E+00 5.78768582E+00 -1.05658370E+02
1.25925104E+01 3.92002340E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.47007802E+00 5.76337806E+00 -1.05658370E+02
1.25925134E+01 3.72550371E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.44587775E+00 5.73917778E+00 -1.05658370E+02
1.25925162E+01 3.54066664E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.42178473E+00 5.71508477E+00 -1.05658370E+02
1.25925190E+01 3.36503050E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.39779874E+00 5.69109877E+00 -1.05658370E+02
1.25925217E+01 3.19813745E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.37391952E+00 5.66721955E+00 -1.05658370E+02
1.25925243E+01 3.03955237E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.35014684E+00 5.64344687E+00 -1.05658370E+02
1.25925269E+01 2.88886167E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.32648046E+00 5.61978049E+00 -1.05658370E+02
1.25925293E+01 2.74567229E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.30292012E+00 5.59622015E+00 -1.05658370E+02
1.25925317E+01 2.60961065E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.27946557E+00 5.57276561E+00 -1.05658370E+02
1.25925339E+01 2.48032171E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.25611657E+00 5.54941660E+00 -1.05658370E+02
1.25925361E+01 2.35746802E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.23287284E+00 5.52617287E+00 -1.05658370E+02
1.25925383E+01 2.24072891E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.20973412E+00 5.50303415E+00 -1.05658370E+02
1.25925403E+01 2.12979958E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.18670012E+00 5.48000015E+00 -1.05658370E+02
1.25925424E+01 2.02439039E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.16377056E+00 5.45707059E+00 -1.05658370E+02
1.25925443E+01 1.92422608E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.14094515E+00 5.43424518E+00 -1.05658370E+02
1.25925462E+01 1.82904507E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.11822357E+00 5.41152360E+00 -1.05658370E+02
1.25925480E+01 1.73859875E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.09560551E+00 5.38890554E+00 -1.05658370E+02
1.25925498E+01 1.65265091E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.07309064E+00 5.36639067E+00 -1.05658370E+02
1.25925516E+01 1.57097706E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.05067861E+00 5.34397864E+00 -1.05658370E+02
1.25925533E+01 1.49336388E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.02836907E+00 5.32166911E+00 -1.05658370E+02
1.25925549E+01 1.41960869E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -4.00616165E+00 5.29946169E+00 -1.05658370E+02
1.25925565E+01 1.34951887E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.98405597E+00 5.27735600E+00 -1.05658370E+02
1.25925581E+01 1.28291144E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.96205163E+00 5.25535166E+00 -1.05658370E+02
1.25925596E+01 1.21961249E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.94014821E+00 5.23344824E+00 -1.05658370E+02
1.25925611E+01 1.15945684E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.91834530E+00 5.21164533E+00 -1.05658370E+02
1.25925626E+01 1.10228751E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.89664244E+00 5.18994248E+00 -1.05658370E+02
1.25925640E+01 1.04795538E-12 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.87503920E+00 5.16833923E+00 -1.05658370E+02
1.25925654E+01 9.96318765E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.85353509E+00 5.14683512E+00 -1.05658370E+02
1.25925668E+01 9.47243079E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.83212964E+00 5.12542967E+00 -1.05658370E+02
1.25925681E+01 9.00600455E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.81082235E+00 5.10412238E+00 -1.05658370E+02
1.25925694E+01 8.56269427E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.78961272E+00 5.08291275E+00 -1.05658370E+02
1.25925707E+01 8.14134608E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.76850023E+00 5.06180026E+00 -1.05658370E+02
1.25925720E+01 7.74086392E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.74748435E+00 5.04078439E+00 -1.05658370E+02
1.25925732E+01 7.36020662E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.72656455E+00 5.01986458E+00 -1.05658370E+02
1.25925744E+01 6.99838522E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.70574027E+00 4.99904030E+00 -1.05658370E+02
1.25925756E+01 6.65446033E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.68501096E+00 4.97831099E+00 -1.05658370E+02
1.25925768E+01 6.32753968E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.66437605E+00 4.95767609E+00 -1.05658370E+02
1.25925780E+01 6.01677576E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.64383499E+00 4.93713502E+00 -1.05658370E+02
1.25925791E+01 5.72136360E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.62338718E+00 4.91668722E+00 -1.05658370E+02
1.25925803E+01 5.44053862E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.60303207E+00 4.89633210E+00 -1.05658370E+02
1.25925814E+01 5.17357460E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.58276906E+00 4.87606909E+00 -1.05658370E+02
1.25925825E+01 4.91978179E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.56259757E+00 4.85589760E+00 -1.05658370E+02
1.25925836E+01 4.67850506E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.54251702E+00 4.83581705E+00 -1.05658370E+02
1.25925847E+01 4.44912215E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.52252683E+00 4.81582686E+00 -1.05658370E+02
1.25925858E+01 4.23104203E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.50262640E+00 4.79592644E+00 -1.05658370E+02
1.25925868E+01 4.02370332E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.48281517E+00 4.77611520E+00 -1.05658370E+02
1.25925879E+01 3.82657279E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.46309255E+00 4.75639258E+00 -1.05658370E+02
1.25925889E+01 3.63914396E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.44345796E+00 4.73675799E+00 -1.05658370E+02
1.25925899E+01 3.46093574E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.42391083E+00 4.71721087E+00 -1.05658370E+02
1.25925909E+01 3.29149114E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.40445061E+00 4.69775064E+00 -1.05658370E+02
1.25925920E+01 3.13037604E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.38507671E+00 4.67837675E+00 -1.05658370E+02
1.25925930E+01 2.97717807E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.36578860E+00 4.65908863E+00 -1.05658370E+02
1.25925940E+01 2.83150549E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.34658571E+00 4.63988574E+00 -1.05658370E+02
1.25925950E+01 2.69298615E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.32746751E+00 4.62076754E+00 -1.05658370E+02
1.25925959E+01 2.56126647E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.30843345E+00 4.60173349E+00 -1.05658370E+02
1.25925969E+01 2.43601057E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.28948302E+00 4.58278305E+00 -1.05658370E+02
1.25925979E+01 2.31689930E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.27061568E+00 4.56391571E+00 -1.05658370E+02
1.25925989E+01 2.20362943E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.25183093E+00 4.54513096E+00 -1.05658370E+02
1.25925998E+01 2.09591287E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.23312825E+00 4.52642828E+00 -1.05658370E+02
1.25926008E+01 1.99347584E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.21450715E+00 4.50780718E+00 -1.05658370E+02
1.25926018E+01 1.89605821E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.19596714E+00 4.48926717E+00 -1.05658370E+02
1.25926027E+01 1.80341279E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.17750774E+00 4.47080777E+00 -1.05658370E+02
1.25926037E+01 1.71530465E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.15912847E+00 4.45242850E+00 -1.05658370E+02
1.25926046E+01 1.63151055E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.14082886E+00 4.43412889E+00 -1.05658370E+02
1.25926055E+01 1.55181833E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.12260846E+00 4.41590849E+00 -1.05658370E+02
1.25926065E+01 1.47602633E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.10446682E+00 4.39776685E+00 -1.05658370E+02
1.25926074E+01 1.40394289E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.08640349E+00 4.37970352E+00 -1.05658370E+02
1.25926084E+01 1.33538586E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.06841803E+00 4.36171806E+00 -1.05658370E+02
1.25926093E+01 1.27018209E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.05051003E+00 4.34381006E+00 -1.05658370E+02
1.25926102E+01 1.20816698E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.03267905E+00 4.32597908E+00 -1.05658370E+02
1.25926111E+01 1.14918409E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -3.01492469E+00 4.30822472E+00 -1.05658370E+02
1.25926121E+01 1.09308469E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.99724653E+00 4.29054656E+00 -1.05658370E+02
1.25926130E+01 1.03972740E-13 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.97964418E+00 4.27294421E+00 -1.05658370E+02
1.25926139E+01 9.88977803E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.96211724E+00 4.25541727E+00 -1.05658370E+02
1.25926148E+01 9.40708121E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.94466533E+00 4.23796536E+00 -1.05658370E+02
1.25926158E+01 8.94796866E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.92728805E+00 4.22058809E+00 -1.05658370E+02
1.25926167E+01 8.51128534E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.90998505E+00 4.20328508E+00 -1.05658370E+02
1.25926176E+01 8.09593305E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.89275594E+00 4.18605597E+00 -1.05658370E+02
1.25926185E+01 7.70086762E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.87560036E+00 4.16890039E+00 -1.05658370E+02
1.25926194E+01 7.32509625E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.85851795E+00 4.15181798E+00 -1.05658370E+02
1.25926203E+01 6.96767489E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.84150836E+00 4.13480839E+00 -1.05658370E+02
1.25926213E+01 6.62770590E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.82457124E+00 4.11787127E+00 -1.05658370E+02
1.25926222E+01 6.30433571E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.80770624E+00 4.10100627E+00 -1.05658370E+02
1.25926231E+01 5.99675264E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.79091302E+00 4.08421305E+00 -1.05658370E+02
1.25926240E+01 5.70418486E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.77419124E+00 4.06749128E+00 -1.05658370E+02
1.25926249E+01 5.42589836E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.75754058E+00 4.05084062E+00 -1.05658370E+02
1.25926258E+01 5.16119516E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.74096071E+00 4.03426074E+00 -1.05658370E+02
1.25926267E+01 4.90941146E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.72445130E+00 4.01775133E+00 -1.05658370E+02
